#SampleID	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas_terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas_terrigena	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas_testosteroni	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter	36.0	12.0	72.0	12.0	9.0	19.0	12.0	13.0	25.0	10.0	7.0	18.0	10.0	29.0	4.0	79.0	15.0	77.0	72.0	5.0	20.0	9.0	7.0	43.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter;s__Curvibacter_gracilis	2.0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	2.0	0	1.0	0	1.0	4.0	0	1.0	0	0	2.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter;s__Curvibacter_putative_symbiont_of_Hydra_magnipapillata	0	5.0	132.0	0	0	2.0	4.0	3.0	1.0	0	2.0	6.0	0	2.0	0	101.0	1.0	107.0	96.0	2.0	2.0	2.0	0	5.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	1.0	2.0	0	0	1.0	0	0	0	0	0	2.0	1.0	0	1.0	0	0	0	2.0	0	0	1.0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga	8.0	1.0	317.0	3.0	35.0	3.0	7.0	11.0	3.0	28.0	4.0	2.0	13.0	2.0	2.0	302.0	4.0	16.0	19.0	7.0	3.0	3.0	5.0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Lampropedia	2.0	7.0	5.0	7.0	0	5.0	15.0	6.0	10.0	0	1.0	15.0	1.0	0	2.0	7.0	3.0	0	0	0	9.0	14.0	0	15.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans	3.0	13.0	22.0	3.0	9.0	4.0	8.0	18.0	2.0	3.0	8.0	1.0	2.0	7.0	2.0	24.0	5.0	4.0	4.0	4.0	2.0	5.0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__Limnohabitans_sp._2KL-1	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	44.0	9.0	50.0	24.0	4.0	15.0	23.0	8.0	12.0	3.0	13.0	14.0	8.0	27.0	6.0	56.0	22.0	29.0	31.0	7.0	40.0	26.0	9.0	46.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;s__Polaromonas_sp._EUR3_1.2.1	2.0	4.0	2.0	0	0	1.0	2.0	0	1.0	0	2.0	1.0	0	1.0	1.0	0	1.0	0	0	2.0	3.0	4.0	0	3.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;s__Polaromonas_sp._JS666	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudacidovorax	0	4.0	0	1.0	0	0	1.0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudacidovorax;s__Pseudacidovorax_intermedius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudorhodoferax	1.0	0	0	0	0	1.0	0	1.0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	1.0	1.0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudorhodoferax;s__Pseudorhodoferax_sp._Leaf267	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudorhodoferax;s__Pseudorhodoferax_sp._Leaf274	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	0	1.0	2.0	0	0	1.0	0	2.0	1.0	0	0	0	1.0	1.0	2.0	0	0	1.0	0	1.0	0	1.0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter;s__Ramlibacter_tataouinensis	0	0	0	2.0	1.0	0	1.0	3.0	2.0	0	1.0	2.0	3.0	4.0	2.0	0	0	10.0	8.0	1.0	0	0	2.0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax	0	1.0	3.0	0	2.0	3.0	2.0	3.0	2.0	3.0	0	3.0	4.0	5.0	3.0	1.0	2.0	11.0	17.0	1.0	2.0	1.0	2.0	7.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__Rhodoferax_antarcticus	9.0	0	1.0	8.0	8.0	11.0	7.0	1.0	20.0	6.0	5.0	18.0	3.0	20.0	18.0	1.0	14.0	29.0	25.0	5.0	18.0	6.0	10.0	21.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__Rhodoferax_ferrireducens	2.0	0	1.0	0	0	0	0	0	0	1.0	0	2.0	0	1.0	0	5.0	0	60.0	38.0	0	0	1.0	1.0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	3.0	0	4.0	2.0	0	2.0	5.0	4.0	0	0	1.0	2.0	1.0	6.0	5.0	5.0	0	0	2.0	1.0	2.0	4.0	1.0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Xenophilus	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	2.0	0	0	2.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Xenophilus;s__Xenophilus_azovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	47.0	212.0	575.0	98.0	83.0	91.0	149.0	217.0	130.0	58.0	76.0	111.0	53.0	52.0	28.0	508.0	76.0	305.0	244.0	46.0	174.0	172.0	36.0	164.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__Oxalobacteraceae_bacterium_JGI_0001004-J12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella	0	1.0	1.0	0	2.0	0	0	0	1.0	0	0	1.0	1.0	0	0	2.0	0	0	0	0	2.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__Duganella_sp._CF517	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum	0	4.0	2.0	0	0	1.0	0	2.0	0	0	2.0	0	0	0	1.0	5.0	0	0	0	1.0	0	1.0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas	0	7.0	2.0	0	0	1.0	1.0	7.0	1.0	0	0	1.0	1.0	0	0	1.0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__Herminiimonas_sp._CN	0	4.0	3.0	0	0	2.0	0	5.0	0	0	2.0	2.0	2.0	0	0	5.0	0	0	0	1.0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium	0	0	0	0	1.0	2.0	0	1.0	0	1.0	4.0	0	0	2.0	1.0	0	0	0	0	0	2.0	0	0	2.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium_sp._B9-8	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae	1.0	3.0	2.0	4.0	3.0	0	1.0	0	4.0	0	1.0	5.0	2.0	1.0	0	10.0	0	4.0	4.0	4.0	3.0	10.0	1.0	3.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Dakarella	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	4.0	3.0	0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Duodenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	3.0	2.0	0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Duodenibacillus;s__Duodenibacillus_massiliensis	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	8.0	6.0	0	0	0	2.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	1.0	0	1.0	0	0	0	1.0	4.0	1.0	0	1.0	0	1.0	0	0	1.0	0	9.0	10.0	1.0	0	1.0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	4.0	1.0	0	3.0	0	6.0	3.0	1.0	1.0	1.0	3.0	3.0	1.0	8.0	3.0	0	1.0	23.0	14.0	1.0	2.0	0	2.0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Ferrovales	6.0	68.0	14.0	11.0	1.0	11.0	73.0	56.0	20.0	1.0	8.0	43.0	1.0	3.0	0	10.0	16.0	2.0	0	2.0	25.0	58.0	1.0	41.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Ferrovales;f__Ferrovaceae	4.0	25.0	7.0	6.0	1.0	2.0	31.0	30.0	16.0	4.0	3.0	16.0	2.0	0	1.0	8.0	10.0	1.0	0	0	25.0	29.0	1.0	27.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Ferrovales;f__Ferrovaceae;g__Ferrovum	0	2.0	1.0	2.0	0	0	9.0	2.0	1.0	0	0	3.0	1.0	0	0	1.0	3.0	1.0	0	0	3.0	6.0	0	3.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Ferrovales;f__Ferrovaceae;g__Ferrovum;s__Ferrovum_sp._JA12	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	21.0	238.0	74.0	119.0	19.0	95.0	220.0	242.0	191.0	14.0	60.0	179.0	23.0	28.0	21.0	80.0	115.0	20.0	11.0	51.0	177.0	225.0	18.0	177.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae	30.0	128.0	21.0	46.0	16.0	56.0	70.0	112.0	121.0	7.0	62.0	117.0	22.0	33.0	15.0	17.0	31.0	27.0	17.0	22.0	78.0	71.0	9.0	89.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Aquaspirillum	5.0	8.0	0	0	1.0	6.0	0	2.0	2.0	2.0	4.0	5.0	1.0	5.0	0	1.0	1.0	4.0	1.0	2.0	2.0	0	3.0	5.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Aquaspirillum;s__Aquaspirillum_sp._LM1	7.0	8.0	3.0	4.0	2.0	4.0	2.0	11.0	15.0	2.0	6.0	5.0	8.0	9.0	6.0	1.0	0	7.0	7.0	4.0	8.0	2.0	11.0	8.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Chitinibacter	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Chitinibacter;s__Chitinibacter_tainanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Chitinilyticum	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Chitinilyticum;s__Chitinilyticum_aquatile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Chromobacterium	0	3.0	0	0	1.0	6.0	0	1.0	4.0	1.0	3.0	8.0	0	0	0	0	0	0	0	0	2.0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Formivibrio	1.0	0	1.0	0	0	0	0	0	1.0	2.0	0	4.0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Formivibrio;s__Formivibrio_citricus	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Gulbenkiania	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	1.0	0	6.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Gulbenkiania;s__Gulbenkiania_mobilis	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Jeongeupia	0	0	1.0	0	0	0	0	0	3.0	0	1.0	2.0	1.0	0	0	2.0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Jeongeupia;s__Jeongeupia_sp._USM3	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Laribacter	0	1.0	0	0	3.0	1.0	1.0	2.0	0	3.0	3.0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Laribacter;s__Laribacter_hongkongensis	1.0	2.0	2.0	0	0	1.0	0	2.0	3.0	0	1.0	0	0	2.0	3.0	2.0	1.0	5.0	2.0	0	0	0	4.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Leeia	0	13.0	0	2.0	0	2.0	0	27.0	6.0	0	0	4.0	0	1.0	0	0	0	0	0	0	0	1.0	0	3.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Leeia;s__Leeia_oryzae	0	20.0	0	0	0	7.0	0	11.0	3.0	0	5.0	4.0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Microvirgula	0	1.0	0	0	0	1.0	0	0	1.0	0	1.0	6.0	1.0	0	0	0	0	0	0	0	2.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Microvirgula;s__Microvirgula_aerodenitrificans	1.0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Pseudogulbenkiania	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Vogesella	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	22.0	113.0	30.0	57.0	13.0	41.0	94.0	131.0	65.0	11.0	32.0	92.0	14.0	14.0	124.0	20.0	58.0	10.0	13.0	6.0	102.0	121.0	123.0	86.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Bergeriella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Bergeriella;s__Bergeriella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	14.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	1.0	0	0	0	0	0	12.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	4.0	30.0	12.0	5.0	5.0	9.0	36.0	59.0	14.0	1.0	14.0	21.0	2.0	6.0	63.0	10.0	4.0	0	3.0	0	33.0	56.0	57.0	37.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_arctica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_dentiae	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_gonorrhoeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_sp._10022	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	1.0	3.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Simonsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	8.0	2.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Simonsiella;s__Simonsiella_muelleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Snodgrassella	2.0	0	0	0	0	2.0	0	2.0	3.0	0	0	1.0	0	0	2.0	0	0	0	0	0	1.0	0	1.0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella_alvi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	1.0	0	2.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vitreoscilla	0	1.0	0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	5.0	0	0	0	0	0	1.0	1.0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vitreoscilla;s__Vitreoscilla_sp._SN6	1.0	3.0	0	3.0	2.0	3.0	0	4.0	1.0	2.0	0	1.0	4.0	1.0	2.0	0	0	2.0	2.0	3.0	3.0	0	2.0	4.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	48.0	182.0	63.0	111.0	31.0	66.0	230.0	206.0	111.0	31.0	61.0	138.0	39.0	42.0	17.0	72.0	88.0	66.0	78.0	49.0	146.0	194.0	16.0	159.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__;g__;s__Gallionellales_bacterium_GWA2_54_124	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae	9.0	86.0	25.0	48.0	15.0	41.0	79.0	84.0	48.0	18.0	21.0	83.0	6.0	10.0	7.0	19.0	34.0	2.0	4.0	6.0	77.0	100.0	4.0	76.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Ferriphaselus	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Gallionella	0	0	0	0	0	1.0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Gallionella;s__Candidatus_Gallionella_acididurans	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Gallionella;s__Gallionella_capsiferriformans	0	1.0	0	0	1.0	1.0	0	0	1.0	1.0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans	1.0	2.0	0	0	1.0	3.0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans;s__Sideroxydans_lithotrophicus	0	0	0	0	0	3.0	0	1.0	0	3.0	4.0	2.0	0	0	1.0	0	0	0	0	0	1.0	0	1.0	0
